,country,points,price,variety
0,Italy,87,35.36879626183683,White Blend
1,Portugal,87,15.0,Portuguese Red
2,US,87,14.0,Pinot Gris
3,US,87,13.0,Riesling
4,US,87,65.0,Pinot Noir
5,France,87,24.0,Gewürztraminer
6,Germany,87,12.0,Gewürztraminer
7,France,87,27.0,Pinot Gris
8,US,87,19.0,Cabernet Sauvignon
9,France,87,30.0,Gewürztraminer
10,US,87,34.0,Cabernet Sauvignon
11,US,87,12.0,Chardonnay
12,Germany,87,24.0,Riesling
13,Argentina,87,30.0,Malbec
14,Argentina,87,13.0,Malbec
15,US,87,23.0,Red Blend
16,US,87,20.0,Pinot Noir
17,Italy,87,19.0,White Blend
18,US,87,22.0,Merlot
19,US,87,69.0,Pinot Noir
20,Italy,87,13.0,White Blend
21,Italy,87,17.0,Red Blend
22,France,86,35.36879626183683,Gamay
23,Italy,86,35.36879626183683,Red Blend
24,Italy,86,35.36879626183683,White Blend
25,US,86,50.0,Red Blend
26,US,86,20.0,Sauvignon Blanc
27,US,86,50.0,Pinot Noir
28,Italy,86,21.0,Cabernet Sauvignon
29,US,86,22.0,Pinot Noir
30,France,86,9.0,Gamay
31,US,86,14.0,Sauvignon Blanc
32,Chile,86,9.0,Merlot
33,US,86,40.0,Red Blend
34,US,86,13.0,Riesling
35,US,86,16.0,Sauvignon Blanc
36,France,86,14.0,Gamay
37,Italy,86,35.36879626183683,Red Blend
38,France,85,15.0,Bordeaux-style White Blend
39,Italy,85,35.36879626183683,Red Blend
40,US,85,30.0,Chardonnay
41,US,85,14.0,Chardonnay
42,Chile,85,13.0,Pinot Noir
43,US,86,55.0,Malbec
44,US,86,100.0,Cabernet Sauvignon
45,Italy,86,17.0,Sangiovese
46,US,86,25.0,Cabernet Franc
47,France,86,58.0,Champagne Blend
48,US,86,26.0,Sauvignon Blanc
49,France,86,24.0,Chardonnay
50,France,86,15.0,Chardonnay
51,US,86,46.0,Bordeaux-style Red Blend
52,US,86,12.0,Red Blend
53,France,86,55.0,Champagne Blend
54,US,86,12.0,Chardonnay
55,US,86,40.0,Cabernet Sauvignon
56,US,86,75.0,Cabernet Sauvignon
57,US,86,75.0,Bordeaux-style Red Blend
58,Germany,86,9.0,Riesling
59,Australia,86,18.0,Chardonnay
60,US,86,25.0,Pinot Noir
61,Australia,86,20.0,Rosé
62,US,86,24.0,Zinfandel
63,Germany,86,10.0,Riesling
64,US,86,55.0,Merlot
65,US,88,23.0,Red Blend
66,US,88,18.0,Pinot Gris
67,Austria,88,12.0,Grüner Veltliner
68,France,88,20.0,Gamay
69,France,88,18.0,Gamay
70,US,88,20.0,Riesling
71,Italy,88,30.0,Sangiovese
72,US,88,75.0,Bordeaux-style Red Blend
73,US,88,18.0,Pinot Gris
74,US,87,20.0,Riesling
75,US,87,20.0,Riesling
76,Chile,87,18.0,Chardonnay
77,Italy,87,16.0,Red Blend
78,Italy,87,14.0,White Blend
79,Italy,87,30.0,Red Blend
80,US,87,26.0,Zinfandel
81,Italy,87,30.0,Red Blend
82,France,87,23.0,Gamay
83,US,87,85.0,Cabernet Sauvignon
84,Italy,87,15.0,Red Blend
85,Italy,87,19.0,White Blend
86,US,87,18.0,Bordeaux-style Red Blend
87,US,87,18.0,Chardonnay
88,US,87,44.0,Syrah
89,Italy,87,80.0,Red Blend
90,France,92,80.0,Riesling
91,Italy,92,70.0,Nebbiolo
92,US,92,36.0,Chardonnay
93,US,92,39.0,Zinfandel
94,US,92,45.0,Cabernet Sauvignon
95,South Africa,91,45.0,Cabernet Sauvignon
96,France,91,48.0,Gewürztraminer
97,France,91,13.0,White Blend
98,South Africa,91,25.0,Bordeaux-style Red Blend
99,Italy,91,70.0,Nebbiolo
100,South Africa,91,30.0,Cabernet Sauvignon
101,Italy,91,68.0,Nebbiolo
102,US,91,78.0,Cabernet Sauvignon
103,Italy,91,60.0,Nebbiolo
104,France,91,50.0,Bordeaux-style Red Blend
105,France,90,112.0,Pinot Gris
106,Italy,90,45.0,Nebbiolo
107,US,90,17.0,Riesling
108,France,90,84.0,Pinot Gris
109,US,91,85.0,Cabernet Sauvignon
110,US,91,64.0,Pinot Noir
111,US,91,68.0,Cabernet Sauvignon
112,US,91,68.0,Cabernet Sauvignon
113,Germany,91,16.0,Riesling
114,US,91,35.0,Rhône-style Red Blend
115,US,91,25.0,Cabernet Sauvignon
116,Portugal,91,30.0,Portuguese White
117,US,91,55.0,Pinot Noir
118,US,91,46.0,Syrah
119,US,91,36.0,Syrah
120,Germany,91,14.0,Riesling
121,Portugal,91,26.0,Portuguese Red
122,Italy,91,38.0,Sangiovese
123,Italy,91,35.36879626183683,Sangiovese
124,France,91,35.0,Malbec
125,US,91,35.0,Red Blend
126,US,91,28.0,Riesling
127,France,91,35.36879626183683,Gamay
128,Chile,91,29.0,Red Blend
129,Chile,91,32.0,Cabernet Sauvignon
130,US,91,28.0,Cabernet Franc
131,US,91,95.0,Merlot
132,US,91,44.0,Pinot Noir
133,Germany,91,30.0,Riesling
134,Germany,91,22.0,Riesling
135,Chile,91,20.0,Cabernet Sauvignon
136,US,91,38.0,Pinot Noir
137,New Zealand,88,19.0,Sauvignon Blanc
138,Chile,88,50.0,Red Blend
139,Italy,88,22.0,Sangiovese
140,US,88,25.0,Syrah
141,France,88,27.0,Chardonnay
142,US,88,23.0,Chardonnay
143,US,88,36.0,Pinot Noir
144,US,88,35.0,Chardonnay
145,US,88,40.0,Pinot Noir
146,Italy,88,48.0,Red Blend
147,Chile,88,11.0,Merlot
148,Chile,87,11.0,Chardonnay
149,Italy,87,26.0,Red Blend
150,Australia,87,30.0,Cabernet Sauvignon
151,Italy,87,20.0,Red Blend
152,France,87,35.0,Chardonnay
153,Italy,87,35.36879626183683,Sangiovese
154,US,90,60.0,Cabernet Sauvignon
155,US,90,28.0,Cabernet Franc
156,Italy,90,35.36879626183683,Sangiovese
157,Italy,90,62.0,White Blend
158,Israel,90,50.0,Syrah
159,Portugal,90,28.0,Portuguese Red
160,US,90,25.0,Chardonnay
161,US,90,25.0,Cabernet Sauvignon
162,US,90,32.0,Zinfandel
163,South Africa,90,40.0,White Blend
164,France,90,16.0,Rhône-style Red Blend
165,South Africa,90,20.0,Chardonnay
166,France,90,32.0,Rhône-style Red Blend
167,US,90,48.0,Red Blend
168,US,90,36.0,Rhône-style Red Blend
169,Israel,90,80.0,Bordeaux-style Red Blend
170,Italy,90,57.0,Sangiovese
171,Portugal,90,20.0,Portuguese Red
172,US,90,40.0,Chardonnay
173,Italy,90,35.36879626183683,Sangiovese
174,Argentina,90,22.0,Malbec
175,South Africa,90,25.0,Chardonnay
176,US,85,15.0,Pinot Noir
177,US,85,14.0,Riesling
178,US,85,18.0,Red Blend
179,US,85,16.0,Gewürztraminer
180,US,85,28.0,Pinot Noir
181,US,85,49.0,Syrah
182,US,85,85.0,Cabernet Sauvignon
183,US,85,36.0,Cabernet Sauvignon
184,US,85,34.0,Sangiovese
185,US,85,15.0,Chardonnay
186,US,85,30.0,Chardonnay
187,Spain,85,13.0,Red Blend
188,Argentina,85,12.0,Chardonnay
189,Australia,85,15.0,Sauvignon Blanc
190,US,85,25.0,Merlot
191,US,85,45.0,Pinot Noir
192,US,85,18.0,Bordeaux-style Red Blend
193,US,85,49.0,Cabernet Sauvignon
194,US,85,22.0,Pinot Noir
195,US,85,35.0,Zinfandel
196,Argentina,85,15.0,Malbec
197,US,89,55.0,Pinot Noir
198,South Africa,89,18.0,Red Blend
199,South Africa,89,35.0,Cabernet Sauvignon
200,France,89,13.0,Malbec
201,US,89,40.0,Pinot Noir
202,Argentina,89,37.0,Red Blend
203,US,89,39.0,Red Blend
204,US,89,60.0,Pinot Noir
205,South Africa,89,19.0,Syrah
206,South Africa,89,40.0,Chardonnay
207,Argentina,89,14.0,Red Blend
208,Italy,89,40.0,White Blend
209,Italy,89,36.0,White Blend
210,Argentina,89,19.0,Red Blend
211,Italy,89,13.0,White Blend
212,Argentina,89,30.0,Cabernet Sauvignon
213,US,89,20.0,Zinfandel
214,US,89,30.0,Cabernet Sauvignon
215,US,89,50.0,Pinot Noir
216,Austria,92,24.0,Grüner Veltliner
217,US,92,34.0,Pinot Noir
218,Italy,92,41.0,Red Blend
219,US,92,52.0,Pinot Noir
220,Argentina,92,215.0,Malbec
221,Austria,92,35.36879626183683,Riesling
222,US,92,60.0,Pinot Noir
223,Austria,92,35.36879626183683,Grüner Veltliner
224,US,92,125.0,Cabernet Sauvignon
225,France,92,35.36879626183683,Bordeaux-style Red Blend
226,Argentina,92,30.0,Malbec
227,Chile,87,20.0,Cabernet Sauvignon
228,US,87,15.0,Cabernet Sauvignon
229,Chile,87,19.0,Cabernet Sauvignon
230,Italy,87,35.36879626183683,Red Blend
231,US,87,28.0,Sangiovese
232,US,87,14.0,Chardonnay
233,Italy,87,35.36879626183683,Nebbiolo
234,Italy,87,56.0,Nebbiolo
235,US,87,24.0,Zinfandel
236,Romania,87,7.0,Chardonnay
237,France,87,30.0,Pinot Noir
238,Greece,87,18.0,White Blend
239,Italy,87,20.0,Nebbiolo
240,Italy,87,18.0,Nebbiolo
241,New Zealand,87,18.0,Syrah
242,US,87,40.0,Cabernet Sauvignon
243,Italy,87,35.36879626183683,Nebbiolo
244,US,87,28.0,Cabernet Sauvignon
245,France,86,35.36879626183683,Bordeaux-style White Blend
246,France,86,35.36879626183683,Bordeaux-style White Blend
247,Chile,86,18.0,Merlot
248,Chile,86,35.0,Cabernet Sauvignon
249,Chile,86,18.0,Chardonnay
250,US,86,16.0,White Blend
251,US,86,34.0,Zinfandel
252,US,86,40.0,Red Blend
253,Chile,86,15.0,Gewürztraminer
254,France,86,42.0,Champagne Blend
255,Chile,83,35.0,Pinot Noir
256,France,83,16.0,Rosé
257,France,82,11.0,Rosé
258,Spain,82,13.0,Sparkling Blend
259,France,82,18.0,Pinot Gris
260,US,82,48.0,Zinfandel
261,Spain,82,11.0,Sparkling Blend
262,Chile,81,20.0,Pinot Noir
263,Chile,80,19.0,Chardonnay
264,Germany,97,775.0,Riesling
265,Italy,97,150.0,Nebbiolo
266,US,96,68.0,Chardonnay
267,France,96,630.0,Chardonnay
268,Germany,96,365.0,Riesling
269,US,96,68.0,Chardonnay
270,France,95,350.0,Pinot Noir
271,Germany,95,66.0,Riesling
272,France,95,110.0,Chardonnay
273,Italy,95,60.0,Nebbiolo
274,US,95,200.0,Cabernet Sauvignon
275,France,95,380.0,Chardonnay
276,US,95,48.0,Pinot Noir
277,Italy,88,21.0,Chardonnay
278,US,88,160.0,Cabernet Sauvignon
279,Italy,88,23.0,Sauvignon Blanc
280,Italy,88,10.0,White Blend
281,Italy,88,15.0,Sauvignon Blanc
282,US,88,19.0,Sauvignon Blanc
283,Italy,88,40.0,Sangiovese
284,Italy,88,18.0,Pinot Grigio
285,Greece,88,35.36879626183683,White Blend
286,Mexico,88,18.0,Nebbiolo
287,Italy,88,15.0,White Blend
288,Chile,88,12.0,Merlot
289,Italy,88,11.0,White Blend
290,Chile,88,15.0,Cabernet Sauvignon
291,Italy,88,9.0,Chardonnay
292,Italy,88,30.0,Gewürztraminer
293,US,88,18.0,Sauvignon Blanc
294,US,88,34.0,Merlot
295,US,88,17.0,Sauvignon Blanc
296,US,88,25.0,Pinot Noir
297,Italy,88,15.0,White Blend
298,Chile,88,12.0,Cabernet Sauvignon
299,Chile,88,14.0,Chardonnay
300,US,87,12.0,Sauvignon Blanc
301,Chile,87,11.0,Chardonnay
302,Chile,87,12.0,Merlot
303,Italy,87,35.36879626183683,White Blend
304,US,85,16.0,Zinfandel
305,Chile,85,15.0,Pinot Noir
306,Chile,85,13.0,Sauvignon Blanc
307,Chile,85,11.0,Syrah
308,US,85,15.0,Red Blend
309,US,85,45.0,Syrah
310,France,85,30.0,Champagne Blend
311,Chile,85,14.0,Chardonnay
312,US,85,20.0,Gewürztraminer
313,US,85,20.0,Cabernet Franc
314,US,85,12.0,Cabernet Sauvignon
315,US,85,14.0,Riesling
316,Austria,85,35.36879626183683,Red Blend
317,France,89,20.0,Bordeaux-style Red Blend
318,France,89,35.36879626183683,Bordeaux-style White Blend
319,US,89,30.0,Merlot
320,Austria,89,23.0,Grüner Veltliner
321,US,89,30.0,White Blend
322,US,89,18.0,Rosé
323,Spain,89,18.0,Tempranillo
324,US,89,35.0,Sparkling Blend
325,Austria,89,17.0,Grüner Veltliner
326,US,89,42.0,Syrah
327,US,89,30.0,Sauvignon Blanc
328,US,89,24.0,Tempranillo
329,US,89,16.0,Riesling
330,Italy,89,89.0,Nebbiolo
331,US,89,54.0,Bordeaux-style Red Blend
332,US,89,38.0,Cabernet Sauvignon
333,US,89,35.0,Cabernet Franc
334,US,88,32.0,Zinfandel
335,Austria,88,12.0,Grüner Veltliner
336,US,88,20.0,Cabernet Sauvignon
337,Italy,92,39.0,Chardonnay
338,France,92,35.36879626183683,Champagne Blend
339,Italy,92,35.0,Sangiovese
340,France,92,35.36879626183683,Chardonnay
341,France,92,69.0,Champagne Blend
342,US,92,40.0,Chardonnay
343,US,92,23.0,Sparkling Blend
344,US,92,45.0,Pinot Noir
345,Italy,92,50.0,Sparkling Blend
346,France,92,100.0,Champagne Blend
347,US,92,50.0,Pinot Noir
348,France,92,66.0,Chardonnay
349,France,92,60.0,Champagne Blend
350,Germany,92,115.0,Riesling
351,Italy,92,69.0,Red Blend
352,France,92,35.36879626183683,Chardonnay
353,US,92,65.0,Pinot Noir
354,Germany,92,42.0,Riesling
355,Germany,92,27.0,Riesling
356,France,92,70.0,Champagne Blend
357,France,92,73.0,Pinot Noir
358,France,92,72.0,Pinot Noir
359,Portugal,92,34.0,Portuguese Red
360,France,92,35.36879626183683,Champagne Blend
361,US,92,130.0,Cabernet Sauvignon
362,US,92,88.0,Red Blend
363,France,92,65.0,Bordeaux-style Red Blend
364,France,92,35.36879626183683,Champagne Blend
365,US,87,45.0,Bordeaux-style Red Blend
366,US,87,60.0,Pinot Noir
367,France,87,13.0,Rhône-style Red Blend
368,US,87,13.0,Cabernet Sauvignon
369,Italy,87,15.0,White Blend
370,Italy,87,18.0,Pinot Grigio
371,Spain,87,19.0,Sparkling Blend
372,Austria,87,18.0,Grüner Veltliner
373,US,87,30.0,Sangiovese
374,US,87,35.0,Red Blend
375,US,87,12.0,Chardonnay
376,US,87,18.0,Chardonnay
377,US,87,30.0,Cabernet Franc
378,US,87,17.0,Pinot Noir
379,France,87,20.0,Rosé
380,Spain,87,11.0,Rosé
381,US,87,19.0,Sauvignon Blanc
382,France,87,15.0,Rhône-style Red Blend
383,Spain,87,16.0,Tempranillo
384,Italy,87,12.0,White Blend
385,US,87,28.0,Syrah
386,US,87,28.0,Tempranillo
387,US,91,65.0,Red Blend
388,US,91,48.0,Chardonnay
389,France,91,70.0,Champagne Blend
390,France,91,59.0,Champagne Blend
391,US,91,90.0,Cabernet Sauvignon
392,Chile,91,35.0,Merlot
393,US,91,75.0,Pinot Noir
394,US,91,55.0,Pinot Noir
395,US,91,55.0,Pinot Noir
396,France,91,60.0,Pinot Noir
397,US,91,55.0,Pinot Noir
398,US,91,65.0,Pinot Noir
399,US,91,35.0,Syrah
400,US,91,49.0,Chardonnay
401,US,91,55.0,Pinot Noir
402,France,91,42.0,Champagne Blend
403,US,91,45.0,Pinot Noir
404,Chile,91,24.0,Syrah
405,US,91,50.0,Sparkling Blend
406,US,91,50.0,Pinot Noir
407,US,91,50.0,Pinot Noir
408,US,91,38.0,Cabernet Sauvignon
409,Germany,91,22.0,Riesling
410,US,91,50.0,Bordeaux-style Red Blend
411,US,91,110.0,Cabernet Sauvignon
412,US,91,45.0,Pinot Noir
413,US,93,42.0,Pinot Noir
414,US,93,60.0,Pinot Noir
415,US,93,42.0,Pinot Noir
416,US,93,75.0,Cabernet Sauvignon
417,US,93,54.0,Red Blend
418,US,93,85.0,Cabernet Sauvignon
419,US,93,50.0,Chardonnay
420,US,93,150.0,Sangiovese
421,US,93,85.0,Pinot Noir
422,Italy,93,90.0,Nebbiolo
423,US,93,35.0,Chardonnay
424,US,93,46.0,Zinfandel
425,France,93,20.0,Rosé
426,Argentina,93,42.0,Malbec
427,France,93,40.0,Rosé
428,US,93,75.0,Cabernet Sauvignon
429,Spain,93,88.0,Tempranillo
430,US,93,40.0,Pinot Noir
431,US,93,25.0,White Blend
432,US,93,45.0,Syrah
433,US,93,50.0,Pinot Noir
434,US,93,48.0,Pinot Noir
435,US,93,62.0,Syrah
436,US,93,100.0,Red Blend
437,US,93,53.0,Cabernet Sauvignon
438,Argentina,93,55.0,Malbec
439,US,93,70.0,Cabernet Sauvignon
440,US,89,38.0,Chardonnay
441,US,89,50.0,Syrah
442,France,89,14.0,Bordeaux-style Red Blend
443,France,89,11.0,Rosé
444,France,89,14.0,Bordeaux-style Red Blend
445,France,89,37.0,Bordeaux-style Red Blend
446,US,89,17.0,Rosé
447,France,89,15.0,Bordeaux-style Red Blend
448,US,89,13.0,Rosé
449,US,89,18.0,White Blend
450,US,89,26.0,Gewürztraminer
451,US,89,18.0,Merlot
452,US,89,32.0,Pinot Noir
453,Austria,89,18.0,Grüner Veltliner
454,US,89,25.0,Chardonnay
455,Austria,89,20.0,Sauvignon Blanc
456,US,89,18.0,Chardonnay
457,US,89,17.0,Chardonnay
458,Austria,89,13.0,Grüner Veltliner
459,US,89,41.0,Malbec
460,Austria,89,16.0,Riesling
461,France,89,20.0,Rhône-style Red Blend
462,US,89,30.0,Cabernet Sauvignon
463,Austria,89,24.0,Riesling
464,US,89,36.0,Sangiovese
465,US,87,20.0,Cabernet Sauvignon
466,Mexico,87,15.0,Sauvignon Blanc
467,US,87,69.0,Cabernet Sauvignon
468,US,87,36.0,Cabernet Franc
469,Spain,87,35.0,Red Blend
470,Argentina,87,30.0,Red Blend
471,Portugal,87,15.0,Portuguese White
472,US,87,20.0,Grüner Veltliner
473,US,87,17.0,Sauvignon Blanc
474,US,87,54.0,Pinot Noir
475,Portugal,87,12.0,Portuguese White
476,Argentina,87,11.0,Malbec
477,US,87,45.0,Chardonnay
478,US,87,35.0,Merlot
479,Italy,87,16.0,Chardonnay
480,US,87,28.0,Pinot Noir
481,US,87,25.0,Red Blend
482,US,87,28.0,Red Blend
483,US,87,20.0,Red Blend
484,Italy,87,19.0,White Blend
485,US,92,75.0,Pinot Noir
486,US,92,48.0,Pinot Noir
487,France,92,54.0,Gewürztraminer
488,France,92,34.0,Riesling
489,US,92,48.0,Zinfandel
490,France,92,36.0,Riesling
491,France,92,30.0,Pinot Gris
492,US,92,37.0,Chardonnay
493,US,92,25.0,Pinot Gris
494,Portugal,92,30.0,Portuguese Red
495,US,92,60.0,Chardonnay
496,US,92,40.0,Cabernet Sauvignon
497,US,92,50.0,Pinot Noir
498,Portugal,92,23.0,Portuguese Red
499,Portugal,92,80.0,Portuguese Red
500,Germany,92,34.0,Riesling
501,US,92,75.0,Cabernet Sauvignon
502,France,92,39.0,Riesling
503,Australia,92,21.0,Riesling
504,France,92,43.0,Riesling
505,US,92,30.0,Zinfandel
506,US,92,70.0,Pinot Noir
507,South Africa,92,50.0,Rhône-style Red Blend
508,US,90,40.0,Chardonnay
509,US,90,45.0,Cabernet Sauvignon
510,US,90,80.0,Cabernet Sauvignon
511,US,90,15.0,Pinot Grigio
512,Italy,90,65.0,Nebbiolo
513,US,90,65.0,Cabernet Sauvignon
514,US,90,20.0,Riesling
515,US,90,26.0,Riesling
516,US,90,30.0,Malbec
517,US,90,13.0,Cabernet Sauvignon
518,US,90,26.0,Riesling
519,US,90,44.0,Pinot Noir
520,US,90,38.0,Cabernet Sauvignon
521,US,90,28.0,Pinot Noir
522,US,90,32.0,Chardonnay
523,Italy,90,50.0,Syrah
524,Italy,90,35.0,Syrah
525,US,90,35.0,Cabernet Sauvignon
526,US,90,42.0,Syrah
527,Italy,90,70.0,Red Blend
528,US,90,30.0,Cabernet Sauvignon
529,US,90,75.0,Pinot Noir
530,Italy,90,53.0,Nebbiolo
531,US,90,29.0,Chardonnay
532,US,91,90.0,Cabernet Sauvignon
533,US,91,35.0,Red Blend
534,Austria,91,35.0,Red Blend
535,US,91,50.0,Malbec
536,Italy,91,35.0,Red Blend
537,US,91,65.0,Cabernet Franc
538,South Africa,91,50.0,Sauvignon Blanc
539,Italy,91,43.0,Red Blend
540,New Zealand,91,28.0,Sauvignon Blanc
541,US,91,20.0,Bordeaux-style Red Blend
542,France,91,65.0,Rosé
543,France,91,17.0,Rosé
544,France,91,35.36879626183683,Rosé
545,France,91,20.0,Rosé
546,New Zealand,91,28.0,Sauvignon Blanc
547,France,91,20.0,Rosé
548,France,91,20.0,Rosé
549,France,91,25.0,Rosé
550,US,91,38.0,Zinfandel
551,New Zealand,91,120.0,Pinot Noir
552,US,91,23.0,Sauvignon Blanc
553,US,91,48.0,Pinot Noir
554,US,91,32.0,Pinot Noir
555,New Zealand,91,50.0,Pinot Noir
556,Argentina,91,28.0,Red Blend
557,New Zealand,91,30.0,Pinot Noir
558,France,91,25.0,Rosé
559,Portugal,85,8.0,Portuguese White
560,France,85,15.0,Chardonnay
561,Portugal,85,22.0,Rosé
562,Argentina,85,14.0,Cabernet Sauvignon
563,Portugal,85,8.0,Portuguese White
564,Italy,85,80.0,Nebbiolo
565,Portugal,85,9.0,Rosé
566,US,85,13.0,Pinot Noir
567,Portugal,85,10.0,Portuguese White
568,US,85,16.0,Cabernet Sauvignon
569,France,85,10.0,Chardonnay
570,France,85,22.0,Pinot Noir
571,France,85,40.0,Pinot Noir
572,US,85,32.0,Tempranillo
573,Portugal,85,12.0,Rosé
574,Argentina,85,17.0,Malbec
575,Italy,85,102.0,Nebbiolo
576,US,85,35.36879626183683,Sangiovese
577,France,85,20.0,Chardonnay
578,US,85,33.0,Zinfandel
579,Italy,85,48.0,Nebbiolo
580,Australia,85,9.0,Pinot Grigio
581,US,87,24.0,Pinot Noir
582,US,87,75.0,Cabernet Franc
583,France,87,12.0,Riesling
584,US,87,45.0,Pinot Noir
585,Chile,87,13.0,Sauvignon Blanc
586,France,87,35.36879626183683,Gewürztraminer
587,US,87,22.0,Chardonnay
588,US,87,18.0,Gewürztraminer
589,US,87,35.0,Zinfandel
590,US,87,36.0,Pinot Noir
591,US,87,34.0,Pinot Noir
592,US,87,70.0,Syrah
593,US,87,28.0,Syrah
594,US,87,45.0,Syrah
595,US,87,32.0,Red Blend
596,Australia,87,18.0,Pinot Noir
597,Spain,87,9.0,Tempranillo
598,Australia,87,11.0,Cabernet Sauvignon
599,France,92,62.0,Chardonnay
600,US,92,40.0,Sparkling Blend
601,France,92,66.0,Chardonnay
602,Portugal,92,32.0,Portuguese Red
603,US,92,70.0,Pinot Noir
604,US,92,48.0,Pinot Noir
605,France,92,72.0,Chardonnay
606,US,92,105.0,Pinot Noir
607,France,92,101.0,Champagne Blend
608,Italy,92,50.0,White Blend
609,Italy,92,85.0,Chardonnay
610,US,92,35.0,Sparkling Blend
611,US,92,38.0,Zinfandel
612,Portugal,90,32.0,Portuguese Red
613,Argentina,90,25.0,Red Blend
614,Portugal,90,12.0,Portuguese Red
615,US,90,125.0,Cabernet Sauvignon
616,Argentina,90,46.0,Chardonnay
617,Germany,90,29.0,Riesling
618,US,90,17.0,Cabernet Sauvignon
619,US,90,85.0,Pinot Noir
620,France,90,30.0,Bordeaux-style Red Blend
621,US,90,34.0,Red Blend
622,France,90,35.0,Bordeaux-style Red Blend
623,France,90,45.0,Bordeaux-style Red Blend
624,France,90,20.0,Bordeaux-style Red Blend
625,France,90,17.0,Bordeaux-style Red Blend
626,France,90,45.0,Bordeaux-style Red Blend
627,US,90,20.0,Cabernet Sauvignon
628,US,90,50.0,Syrah
629,France,90,22.0,Gamay
630,US,90,39.0,Merlot
631,US,90,35.0,Chardonnay
632,US,90,15.0,Riesling
633,US,90,27.0,Chardonnay
634,Australia,90,66.0,Chardonnay
635,Spain,90,20.0,Tempranillo
636,US,90,125.0,Cabernet Sauvignon
637,US,90,42.0,Syrah
638,Australia,90,22.0,Red Blend
639,Italy,86,35.36879626183683,Sangiovese
640,US,86,18.0,Sauvignon Blanc
641,US,86,22.0,Gewürztraminer
642,Chile,86,12.0,Merlot
643,France,86,15.0,Gamay
644,Spain,86,15.0,Sparkling Blend
645,Italy,86,20.0,Sangiovese
646,US,86,28.0,Malbec
647,US,86,10.0,Merlot
648,Italy,86,70.0,Sangiovese
649,Italy,86,28.0,Sangiovese
650,Chile,86,11.0,Merlot
651,France,86,15.0,Chardonnay
652,France,86,23.0,Gamay
653,France,86,35.36879626183683,Gamay
654,Italy,86,30.0,Nebbiolo
655,Chile,86,10.0,Cabernet Sauvignon
656,France,86,12.0,Gamay
657,Spain,86,13.0,Sparkling Blend
658,Spain,86,15.0,Sparkling Blend
659,US,86,36.0,Syrah
660,US,86,20.0,Riesling
661,France,86,35.36879626183683,Rosé
662,US,86,10.0,Chardonnay
663,France,86,16.0,Gamay
664,US,86,25.0,Cabernet Franc
665,France,90,33.0,Pinot Noir
666,France,90,35.36879626183683,Pinot Noir
667,France,90,70.0,Pinot Noir
668,France,90,117.0,Chardonnay
669,France,90,35.36879626183683,Pinot Noir
670,Germany,90,30.0,Riesling
671,US,90,20.0,Zinfandel
672,US,90,35.0,Chardonnay
673,US,90,28.0,Syrah
674,US,90,15.0,Pinot Gris
675,US,90,150.0,Cabernet Sauvignon
676,US,90,45.0,Cabernet Franc
677,US,90,45.0,Pinot Noir
678,Italy,90,35.36879626183683,White Blend
679,Australia,90,25.0,Rosé
680,US,90,40.0,Pinot Noir
681,US,90,29.0,Syrah
682,US,90,42.0,Merlot
683,Hungary,90,16.0,White Blend
684,Portugal,90,35.36879626183683,Portuguese Red
685,Spain,90,50.0,Red Blend
686,Italy,90,35.36879626183683,Red Blend
687,France,90,35.0,Bordeaux-style Red Blend
688,France,90,45.0,Bordeaux-style Red Blend
689,US,90,20.0,Syrah
690,Spain,90,44.0,Red Blend
691,US,90,22.0,Cabernet Sauvignon
692,Italy,90,35.36879626183683,Red Blend
693,US,90,28.0,Sparkling Blend
694,France,90,25.0,Rhône-style Red Blend
695,Portugal,90,60.0,Portuguese White
696,US,90,72.0,Cabernet Franc
697,US,90,44.0,Pinot Noir
698,US,90,29.0,Pinot Noir
699,US,90,58.0,Bordeaux-style Red Blend
700,Italy,90,29.0,Sangiovese
701,Italy,90,45.0,Red Blend
702,US,90,70.0,Syrah
703,US,90,39.0,Syrah
704,Italy,90,35.36879626183683,Red Blend
705,Italy,90,28.0,Sangiovese
706,Spain,90,48.0,Red Blend
707,Portugal,90,50.0,Portuguese White
708,Germany,87,10.0,Riesling
709,Italy,87,50.0,Nebbiolo
710,Italy,87,39.0,Nebbiolo
711,Italy,87,35.0,Nebbiolo
712,Argentina,87,30.0,Bordeaux-style Red Blend
713,US,87,18.0,Rosé
714,Argentina,87,20.0,Malbec
715,US,87,25.0,Pinot Noir
716,US,87,20.0,Pinot Gris
717,Italy,87,50.0,Nebbiolo
718,Italy,87,50.0,Nebbiolo
719,Argentina,87,15.0,Pinot Gris
720,Australia,87,35.36879626183683,Sauvignon Blanc
721,Portugal,87,9.0,Portuguese White
722,Argentina,87,12.0,Sauvignon Blanc
723,Australia,87,18.0,Sauvignon Blanc
724,Argentina,87,175.0,Malbec
725,Italy,87,60.0,Nebbiolo
726,US,87,20.0,Zinfandel
727,Argentina,87,15.0,Malbec
728,Italy,87,35.0,Nebbiolo
729,France,87,14.0,Bordeaux-style Red Blend
730,France,87,16.0,Bordeaux-style Red Blend
731,France,87,15.0,Bordeaux-style Red Blend
732,France,87,14.0,Bordeaux-style Red Blend
733,US,87,40.0,Chardonnay
734,Spain,87,15.0,Tempranillo
735,US,87,55.0,Bordeaux-style Red Blend
736,France,87,38.0,Champagne Blend
737,US,87,34.0,Pinot Noir
